dodge,durango 4wd,4.7,2008,8,auto(l5),4,13,17,r,suv
dodge,durango 4wd,4.7,2008,8,auto(l5),4,9,12,e,suv
dodge,durango 4wd,4.7,2008,8,auto(l5),4,13,17,r,suv
dodge,durango 4wd,5.2,1999,8,auto(l4),4,11,16,r,suv
dodge,durango 4wd,5.7,2008,8,auto(l5),4,13,18,r,suv
dodge,durango 4wd,5.9,1999,8,auto(l4),4,11,15,r,suv
dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,9,12,e,pickup
dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,13,17,r,pickup
dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,13,17,r,pickup
dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,9,12,e,pickup
dodge,ram 1500 pickup 4wd,5.2,1999,8,auto(l4),4,11,15,r,pickup
dodge,ram 1500 pickup 4wd,5.2,1999,8,manual(m5),4,11,16,r,pickup
dodge,ram 1500 pickup 4wd,5.7,2008,8,auto(l5),4,13,17,r,pickup
dodge,ram 1500 pickup 4wd,5.9,1999,8,auto(l4),4,11,15,r,pickup
ford,expedition 2wd,4.6,1999,8,auto(l4),r,11,17,r,suv
ford,expedition 2wd,5.4,1999,8,auto(l4),r,11,17,r,suv
ford,expedition 2wd,5.4,2008,8,auto(l6),r,12,18,r,suv
ford,explorer 4wd,4.0,1999,6,auto(l5),4,14,17,r,suv
ford,explorer 4wd,4.0,1999,6,manual(m5),4,15,19,r,suv
ford,explorer 4wd,4.0,1999,6,auto(l5),4,14,17,r,suv
ford,explorer 4wd,4.0,2008,6,auto(l5),4,13,19,r,suv
ford,explorer 4wd,4.6,2008,8,auto(l6),4,13,19,r,suv
ford,explorer 4wd,5.0,1999,8,auto(l4),4,13,17,r,suv
ford,f150 pickup 4wd,4.2,1999,6,auto(l4),4,14,17,r,pickup
ford,f150 pickup 4wd,4.2,1999,6,manual(m5),4,14,17,r,pickup
ford,f150 pickup 4wd,4.6,1999,8,manual(m5),4,13,16,r,pickup
ford,f150 pickup 4wd,4.6,1999,8,auto(l4),4,13,16,r,pickup
